0. predicted: cord, actual: cord
3733. predicted: formation, actual: product
3734. predicted: text, actual: product
3735. predicted: cord, actual: product
3736. predicted: cord, actual: product
3737. predicted: formation, actual: product
3738. predicted: formation, actual: product
3739. predicted: product, actual: product
3740. predicted: cord, actual: product
3741. predicted: formation, actual: product
3742. predicted: formation, actual: text
3743. predicted: cord, actual: text
3744. predicted: text, actual: text
3745. predicted: formation, actual: text
3746. predicted: cord, actual: text
3747. predicted: text, actual: text
3748. predicted: formation, actual: text
3749. predicted: cord, actual: text
3750. predicted: formation, actual: text
3751. predicted: cord, actual: text
3752. predicted: formation, actual: text
3753. predicted: text, actual: text
3754. predicted: text, actual: text
3755. predicted: cord, actual: text
3756. predicted: product, actual: text
3757. predicted: formation, actual: text
3758. predicted: formation, actual: text
3759. predicted: text, actual: text
3760. predicted: formation, actual: text
3761. predicted: cord, actual: text
3762. predicted: formation, actual: text
3763. predicted: phone, actual: text
3764. predicted: text, actual: text
3765. predicted: formation, actual: text
3766. predicted: formation, actual: text
3767. predicted: cord, actual: text
3768. predicted: formation, actual: text
3769. predicted: cord, actual: text
3770. predicted: cord, actual: text
3771. predicted: formation, actual: text
3772. predicted: text, actual: text
3773. predicted: text, actual: text
3774. predicted: formation, actual: text
3775. predicted: formation, actual: text
3776. predicted: cord, actual: text
3777. predicted: cord, actual: text
3778. predicted: formation, actual: text
3779. predicted: formation, actual: text
3780. predicted: cord, actual: text
3781. predicted: cord, actual: text
3782. predicted: text, actual: text
3783. predicted: text, actual: text
3784. predicted: cord, actual: text
3785. predicted: text, actual: text
3786. predicted: text, actual: text
3787. predicted: cord, actual: text
3788. predicted: formation, actual: text
3789. predicted: text, actual: text
3790. predicted: cord, actual: text
3791. predicted: text, actual: text
3792. predicted: text, actual: text
3793. predicted: formation, actual: text
3794. predicted: cord, actual: text
3795. predicted: text, actual: text
3796. predicted: formation, actual: text
3797. predicted: formation, actual: text
3798. predicted: formation, actual: text
3799. predicted: formation, actual: text
3800. predicted: formation, actual: text
0.15601157590107867
3801. predicted: text, actual: text
3802. predicted: formation, actual: text
3803. predicted: formation, actual: text
3804. predicted: formation, actual: text
3805. predicted: text, actual: text
3806. predicted: formation, actual: text
3807. predicted: formation, actual: text
3808. predicted: formation, actual: text
3809. predicted: formation, actual: text
3810. predicted: formation, actual: text
3811. predicted: formation, actual: text
3812. predicted: text, actual: text
3813. predicted: text, actual: text
3814. predicted: text, actual: text
3815. predicted: text, actual: text
3816. predicted: text, actual: text
3817. predicted: cord, actual: text
3818. predicted: text, actual: text
3819. predicted: formation, actual: text
3820. predicted: text, actual: text
3821. predicted: formation, actual: text
3822. predicted: text, actual: text
3823. predicted: text, actual: text
3824. predicted: cord, actual: text
3825. predicted: formation, actual: text
3826. predicted: cord, actual: text
3827. predicted: cord, actual: text
3828. predicted: cord, actual: text
3829. predicted: formation, actual: text
3830. predicted: formation, actual: text
3831. predicted: formation, actual: text
3832. predicted: formation, actual: text
3833. predicted: text, actual: text
3834. predicted: formation, actual: text
3835. predicted: formation, actual: text
3836. predicted: text, actual: text
3837. predicted: cord, actual: text
3838. predicted: cord, actual: text
3839. predicted: text, actual: text
3840. predicted: cord, actual: text
3841. predicted: formation, actual: text
3842. predicted: formation, actual: text
3843. predicted: formation, actual: text
3844. predicted: formation, actual: text
3845. predicted: text, actual: text
3846. predicted: cord, actual: text
3847. predicted: text, actual: text
3848. predicted: formation, actual: text
3849. predicted: cord, actual: text
3850. predicted: cord, actual: text
3851. predicted: cord, actual: text
3852. predicted: formation, actual: text
3853. predicted: cord, actual: text
3854. predicted: text, actual: text
3855. predicted: text, actual: text
3856. predicted: text, actual: text
3857. predicted: text, actual: text
3858. predicted: cord, actual: text
3859. predicted: cord, actual: text
3860. predicted: formation, actual: text
3861. predicted: text, actual: text
3862. predicted: formation, actual: text
3863. predicted: cord, actual: text
3864. predicted: text, actual: text
3865. predicted: formation, actual: text
3866. predicted: cord, actual: text
3867. predicted: cord, actual: text
3868. predicted: formation, actual: text
3869. predicted: formation, actual: text
3870. predicted: text, actual: text
3871. predicted: formation, actual: text
3872. predicted: text, actual: text
3873. predicted: formation, actual: text
3874. predicted: text, actual: text
3875. predicted: text, actual: text
3876. predicted: formation, actual: text
3877. predicted: cord, actual: text
3878. predicted: formation, actual: text
3879. predicted: text, actual: text
3880. predicted: text, actual: text
3881. predicted: formation, actual: text
3882. predicted: cord, actual: text
3883. predicted: formation, actual: text
3884. predicted: formation, actual: text
3885. predicted: formation, actual: text
3886. predicted: cord, actual: text
3887. predicted: formation, actual: text
3888. predicted: formation, actual: text
3889. predicted: formation, actual: text
3890. predicted: text, actual: text
3891. predicted: formation, actual: text
3892. predicted: formation, actual: text
3893. predicted: cord, actual: text
3894. predicted: text, actual: text
3895. predicted: cord, actual: text
3896. predicted: cord, actual: text
3897. predicted: cord, actual: text
3898. predicted: formation, actual: text
3899. predicted: formation, actual: text
3900. predicted: formation, actual: text
0.15970264034862855
3901. predicted: cord, actual: text
3902. predicted: text, actual: text
3903. predicted: formation, actual: text
3904. predicted: cord, actual: text
3905. predicted: cord, actual: text
3906. predicted: cord, actual: text
3907. predicted: cord, actual: text
3908. predicted: formation, actual: text
3909. predicted: formation, actual: text
3910. predicted: cord, actual: text
3911. predicted: cord, actual: text
3912. predicted: cord, actual: text
3913. predicted: formation, actual: text
3914. predicted: cord, actual: text
3915. predicted: text, actual: text
3916. predicted: cord, actual: text
3917. predicted: cord, actual: text
3918. predicted: cord, actual: text
3919. predicted: formation, actual: text
3920. predicted: cord, actual: text
3921. predicted: text, actual: text
3922. predicted: cord, actual: text
3923. predicted: cord, actual: text
3924. predicted: cord, actual: text
3925. predicted: cord, actual: text
3926. predicted: formation, actual: text
3927. predicted: cord, actual: text
3928. predicted: text, actual: text
3929. predicted: text, actual: text
3930. predicted: cord, actual: text
3931. predicted: formation, actual: text
3932. predicted: cord, actual: text
3933. predicted: text, actual: text
3934. predicted: text, actual: text
3935. predicted: cord, actual: text
3936. predicted: formation, actual: text
3937. predicted: cord, actual: text
3938. predicted: text, actual: text
3939. predicted: text, actual: text
3940. predicted: formation, actual: text
3941. predicted: formation, actual: text
3942. predicted: text, actual: text
3943. predicted: cord, actual: text
3944. predicted: text, actual: text
3945. predicted: formation, actual: text
3946. predicted: text, actual: text
3947. predicted: text, actual: text
3948. predicted: formation, actual: text
3949. predicted: formation, actual: text
3950. predicted: cord, actual: text
3951. predicted: text, actual: text
3952. predicted: text, actual: text
3953. predicted: text, actual: text
3954. predicted: text, actual: text
3955. predicted: text, actual: text
3956. predicted: text, actual: text
3957. predicted: cord, actual: text
3958. predicted: text, actual: text
3959. predicted: text, actual: text
3960. predicted: text, actual: text
3961. predicted: text, actual: text
3962. predicted: formation, actual: text
3963. predicted: formation, actual: text
3964. predicted: text, actual: text
3965. predicted: text, actual: text
3966. predicted: text, actual: text
3967. predicted: text, actual: text
3968. predicted: cord, actual: text
3969. predicted: cord, actual: text
3970. predicted: cord, actual: text
3971. predicted: text, actual: text
3972. predicted: cord, actual: text
3973. predicted: text, actual: text
3974. predicted: text, actual: text
3975. predicted: text, actual: text
3976. predicted: text, actual: text
3977. predicted: cord, actual: text
3978. predicted: cord, actual: text
3979. predicted: cord, actual: text
3980. predicted: cord, actual: text
3981. predicted: text, actual: text
3982. predicted: text, actual: text
3983. predicted: text, actual: text
3984. predicted: cord, actual: text
3985. predicted: formation, actual: text
3986. predicted: cord, actual: text
3987. predicted: cord, actual: text
3988. predicted: formation, actual: text
3989. predicted: text, actual: text
3990. predicted: formation, actual: text
3991. predicted: formation, actual: text
3992. predicted: formation, actual: text
3993. predicted: formation, actual: text
3994. predicted: formation, actual: text
3995. predicted: formation, actual: text
3996. predicted: formation, actual: text
3997. predicted: text, actual: text
3998. predicted: formation, actual: text
3999. predicted: formation, actual: text
4000. predicted: text, actual: text
0.16520869782554362
4001. predicted: text, actual: text
4002. predicted: cord, actual: text
4003. predicted: formation, actual: text
4004. predicted: text, actual: text
4005. predicted: formation, actual: text
4006. predicted: cord, actual: text
4007. predicted: cord, actual: text
4008. predicted: cord, actual: text
4009. predicted: formation, actual: text
4010. predicted: text, actual: text
4011. predicted: cord, actual: text
4012. predicted: cord, actual: text
4013. predicted: text, actual: text
4014. predicted: formation, actual: text
4015. predicted: formation, actual: text
4016. predicted: cord, actual: text
4017. predicted: cord, actual: text
4018. predicted: formation, actual: text
4019. predicted: formation, actual: text
4020. predicted: text, actual: text
4021. predicted: text, actual: text
4022. predicted: formation, actual: text
4023. predicted: cord, actual: text
4024. predicted: formation, actual: text
4025. predicted: formation, actual: text
4026. predicted: product, actual: text
4027. predicted: text, actual: text
4028. predicted: formation, actual: text
4029. predicted: text, actual: text
4030. predicted: text, actual: text
4031. predicted: text, actual: text
4032. predicted: cord, actual: text
4033. predicted: text, actual: text
4034. predicted: cord, actual: text
4035. predicted: formation, actual: text
4036. predicted: formation, actual: text
4037. predicted: cord, actual: text
4038. predicted: formation, actual: text
4039. predicted: formation, actual: text
4040. predicted: cord, actual: text
4041. predicted: text, actual: text
4042. predicted: text, actual: text
4043. predicted: cord, actual: text
4044. predicted: cord, actual: text
4045. predicted: cord, actual: text
4046. predicted: formation, actual: text
4047. predicted: cord, actual: text
4048. predicted: text, actual: text
4049. predicted: formation, actual: text
4050. predicted: cord, actual: text
4051. predicted: text, actual: text
4052. predicted: cord, actual: text
4053. predicted: formation, actual: text
4054. predicted: formation, actual: text
4055. predicted: cord, actual: text
4056. predicted: text, actual: text
4057. predicted: text, actual: text
4058. predicted: text, actual: text
4059. predicted: cord, actual: text
4060. predicted: cord, actual: text
4061. predicted: cord, actual: text
4062. predicted: text, actual: text
4063. predicted: formation, actual: text
4064. predicted: cord, actual: text
4065. predicted: text, actual: text
4066. predicted: text, actual: text
4067. predicted: formation, actual: text
4068. predicted: formation, actual: text
4069. predicted: cord, actual: text
4070. predicted: cord, actual: text
4071. predicted: cord, actual: text
4072. predicted: cord, actual: text
4073. predicted: text, actual: text
4074. predicted: text, actual: text
4075. predicted: formation, actual: text
4076. predicted: text, actual: text
4077. predicted: text, actual: text
4078. predicted: formation, actual: text
4079. predicted: formation, actual: text
4080. predicted: cord, actual: text
4081. predicted: text, actual: text
4082. predicted: formation, actual: text
4083. predicted: formation, actual: text
4084. predicted: text, actual: text
4085. predicted: cord, actual: text
4086. predicted: cord, actual: text
4087. predicted: formation, actual: text
4088. predicted: text, actual: text
4089. predicted: formation, actual: text
4090. predicted: cord, actual: text
4091. predicted: text, actual: text
4092. predicted: cord, actual: text
4093. predicted: text, actual: text
4094. predicted: formation, actual: text
4095. predicted: cord, actual: text
4096. predicted: cord, actual: text
4097. predicted: cord, actual: text
4098. predicted: cord, actual: text
4099. predicted: formation, actual: text
4100. predicted: cord, actual: text
0.1684954889051451
4101. predicted: formation, actual: text
4102. predicted: formation, actual: text
4103. predicted: formation, actual: text
4104. predicted: text, actual: text
4105. predicted: formation, actual: text
4106. predicted: cord, actual: text
4107. predicted: text, actual: text
4108. predicted: text, actual: text
4109. predicted: formation, actual: text
4110. predicted: formation, actual: text
4111. predicted: cord, actual: text
4112. predicted: cord, actual: text
4113. predicted: cord, actual: text
4114. predicted: formation, actual: text
4115. predicted: formation, actual: text
4116. predicted: formation, actual: text
4117. predicted: formation, actual: text
4118. predicted: text, actual: text
4119. predicted: formation, actual: text
4120. predicted: text, actual: text
4121. predicted: cord, actual: text
4122. predicted: formation, actual: text
4123. predicted: text, actual: text
4124. predicted: text, actual: text
4125. predicted: text, actual: text
4126. predicted: cord, actual: text
4127. predicted: formation, actual: text
4128. predicted: cord, actual: text
4129. predicted: cord, actual: text
4130. predicted: product, actual: text
4131. predicted: formation, actual: text
4132. predicted: cord, actual: text
4133. predicted: text, actual: text
4134. predicted: text, actual: text
4135. predicted: text, actual: text
4136. predicted: text, actual: text
4137. predicted: cord, actual: text
4138. predicted: formation, actual: text
4139. predicted: cord, actual: text
4140. predicted: text, actual: text
4141. predicted: text, actual: text
4142. predicted: cord, actual: text
4143. predicted: cord, actual: text
4144. predicted: cord, actual: text
4145. predicted: formation, actual: text
0.17004341534008682
