0. predicted: SERVE10, actual: SERVE10
662. predicted: SERVE12, actual: SERVE10
663. predicted: SERVE10, actual: SERVE10
664. predicted: SERVE10, actual: SERVE10
665. predicted: SERVE12, actual: SERVE10
666. predicted: SERVE10, actual: SERVE10
667. predicted: SERVE12, actual: SERVE10
668. predicted: SERVE12, actual: SERVE10
669. predicted: SERVE10, actual: SERVE10
670. predicted: SERVE12, actual: SERVE10
671. predicted: SERVE12, actual: SERVE10
672. predicted: SERVE12, actual: SERVE10
673. predicted: SERVE10, actual: SERVE10
674. predicted: SERVE12, actual: SERVE10
675. predicted: SERVE10, actual: SERVE10
676. predicted: SERVE10, actual: SERVE10
677. predicted: SERVE12, actual: SERVE10
678. predicted: SERVE10, actual: SERVE10
679. predicted: SERVE10, actual: SERVE10
680. predicted: SERVE10, actual: SERVE10
681. predicted: SERVE12, actual: SERVE10
682. predicted: SERVE12, actual: SERVE10
683. predicted: SERVE10, actual: SERVE10
684. predicted: SERVE10, actual: SERVE10
685. predicted: SERVE10, actual: SERVE10
686. predicted: SERVE12, actual: SERVE10
687. predicted: SERVE12, actual: SERVE10
688. predicted: SERVE12, actual: SERVE10
689. predicted: SERVE10, actual: SERVE10
690. predicted: SERVE12, actual: SERVE10
691. predicted: SERVE12, actual: SERVE10
692. predicted: SERVE10, actual: SERVE10
693. predicted: SERVE10, actual: SERVE10
694. predicted: SERVE12, actual: SERVE10
695. predicted: SERVE12, actual: SERVE10
696. predicted: SERVE10, actual: SERVE10
697. predicted: SERVE10, actual: SERVE10
698. predicted: SERVE10, actual: SERVE10
699. predicted: SERVE10, actual: SERVE10
700. predicted: SERVE12, actual: SERVE10
0.42368045649072755
701. predicted: SERVE10, actual: SERVE10
702. predicted: SERVE10, actual: SERVE10
703. predicted: SERVE12, actual: SERVE10
704. predicted: SERVE10, actual: SERVE10
705. predicted: SERVE12, actual: SERVE10
706. predicted: SERVE10, actual: SERVE10
707. predicted: SERVE12, actual: SERVE10
708. predicted: SERVE10, actual: SERVE10
709. predicted: SERVE10, actual: SERVE10
710. predicted: SERVE10, actual: SERVE10
711. predicted: SERVE12, actual: SERVE10
712. predicted: SERVE10, actual: SERVE10
713. predicted: SERVE12, actual: SERVE10
714. predicted: SERVE10, actual: SERVE10
715. predicted: SERVE12, actual: SERVE10
716. predicted: SERVE12, actual: SERVE10
717. predicted: SERVE10, actual: SERVE10
718. predicted: SERVE10, actual: SERVE10
719. predicted: SERVE12, actual: SERVE10
720. predicted: SERVE12, actual: SERVE10
721. predicted: SERVE12, actual: SERVE10
722. predicted: SERVE10, actual: SERVE10
723. predicted: SERVE10, actual: SERVE10
724. predicted: SERVE10, actual: SERVE10
725. predicted: SERVE12, actual: SERVE10
726. predicted: SERVE12, actual: SERVE10
727. predicted: SERVE12, actual: SERVE10
728. predicted: SERVE10, actual: SERVE10
729. predicted: SERVE10, actual: SERVE10
730. predicted: SERVE12, actual: SERVE10
731. predicted: SERVE12, actual: SERVE10
732. predicted: SERVE10, actual: SERVE10
733. predicted: SERVE10, actual: SERVE10
734. predicted: SERVE10, actual: SERVE10
735. predicted: SERVE10, actual: SERVE10
736. predicted: SERVE10, actual: SERVE10
737. predicted: SERVE10, actual: SERVE10
738. predicted: SERVE10, actual: SERVE10
739. predicted: SERVE12, actual: SERVE10
740. predicted: SERVE10, actual: SERVE10
741. predicted: SERVE12, actual: SERVE10
742. predicted: SERVE12, actual: SERVE10
743. predicted: SERVE12, actual: SERVE10
744. predicted: SERVE10, actual: SERVE10
745. predicted: SERVE10, actual: SERVE10
746. predicted: SERVE12, actual: SERVE10
747. predicted: SERVE12, actual: SERVE10
748. predicted: SERVE10, actual: SERVE10
749. predicted: SERVE12, actual: SERVE10
750. predicted: SERVE10, actual: SERVE10
751. predicted: SERVE12, actual: SERVE10
752. predicted: SERVE12, actual: SERVE10
753. predicted: SERVE12, actual: SERVE10
754. predicted: SERVE10, actual: SERVE10
755. predicted: SERVE10, actual: SERVE10
756. predicted: SERVE10, actual: SERVE10
757. predicted: SERVE10, actual: SERVE10
758. predicted: SERVE10, actual: SERVE10
759. predicted: SERVE10, actual: SERVE10
760. predicted: SERVE12, actual: SERVE10
761. predicted: SERVE12, actual: SERVE10
762. predicted: SERVE12, actual: SERVE10
763. predicted: SERVE12, actual: SERVE10
764. predicted: SERVE12, actual: SERVE10
765. predicted: SERVE12, actual: SERVE10
766. predicted: SERVE12, actual: SERVE10
767. predicted: SERVE12, actual: SERVE10
768. predicted: SERVE12, actual: SERVE10
769. predicted: SERVE12, actual: SERVE10
770. predicted: SERVE12, actual: SERVE10
771. predicted: SERVE10, actual: SERVE10
772. predicted: SERVE10, actual: SERVE10
773. predicted: SERVE10, actual: SERVE10
774. predicted: SERVE12, actual: SERVE10
775. predicted: SERVE12, actual: SERVE10
776. predicted: SERVE12, actual: SERVE10
777. predicted: SERVE12, actual: SERVE10
778. predicted: SERVE12, actual: SERVE10
779. predicted: SERVE10, actual: SERVE10
780. predicted: SERVE12, actual: SERVE10
781. predicted: SERVE10, actual: SERVE10
782. predicted: SERVE12, actual: SERVE10
783. predicted: SERVE12, actual: SERVE10
784. predicted: SERVE12, actual: SERVE10
785. predicted: SERVE12, actual: SERVE10
786. predicted: SERVE10, actual: SERVE10
787. predicted: SERVE12, actual: SERVE10
788. predicted: SERVE12, actual: SERVE10
789. predicted: SERVE12, actual: SERVE10
790. predicted: SERVE10, actual: SERVE10
791. predicted: SERVE12, actual: SERVE10
792. predicted: SERVE10, actual: SERVE10
793. predicted: SERVE12, actual: SERVE10
794. predicted: SERVE12, actual: SERVE10
795. predicted: SERVE12, actual: SERVE10
796. predicted: SERVE12, actual: SERVE10
797. predicted: SERVE12, actual: SERVE10
798. predicted: SERVE10, actual: SERVE10
799. predicted: SERVE10, actual: SERVE10
800. predicted: SERVE10, actual: SERVE10
0.42696629213483145
801. predicted: SERVE12, actual: SERVE10
802. predicted: SERVE10, actual: SERVE10
803. predicted: SERVE10, actual: SERVE10
804. predicted: SERVE12, actual: SERVE10
805. predicted: SERVE12, actual: SERVE10
806. predicted: SERVE10, actual: SERVE10
807. predicted: SERVE10, actual: SERVE10
808. predicted: SERVE12, actual: SERVE10
809. predicted: SERVE10, actual: SERVE10
810. predicted: SERVE10, actual: SERVE10
811. predicted: SERVE12, actual: SERVE10
812. predicted: SERVE12, actual: SERVE10
813. predicted: SERVE10, actual: SERVE10
814. predicted: SERVE12, actual: SERVE10
815. predicted: SERVE12, actual: SERVE10
816. predicted: SERVE12, actual: SERVE10
817. predicted: SERVE12, actual: SERVE10
818. predicted: SERVE12, actual: SERVE10
819. predicted: SERVE10, actual: SERVE10
820. predicted: SERVE10, actual: SERVE10
821. predicted: SERVE10, actual: SERVE10
822. predicted: SERVE10, actual: SERVE10
823. predicted: SERVE12, actual: SERVE10
824. predicted: SERVE10, actual: SERVE10
825. predicted: SERVE12, actual: SERVE10
826. predicted: SERVE12, actual: SERVE10
827. predicted: SERVE10, actual: SERVE10
828. predicted: SERVE10, actual: SERVE10
829. predicted: SERVE12, actual: SERVE10
830. predicted: SERVE10, actual: SERVE10
831. predicted: SERVE12, actual: SERVE10
832. predicted: SERVE12, actual: SERVE10
833. predicted: SERVE10, actual: SERVE10
834. predicted: SERVE12, actual: SERVE10
835. predicted: SERVE12, actual: SERVE10
836. predicted: SERVE10, actual: SERVE10
837. predicted: SERVE12, actual: SERVE10
838. predicted: SERVE10, actual: SERVE10
839. predicted: SERVE12, actual: SERVE10
840. predicted: SERVE12, actual: SERVE10
841. predicted: SERVE10, actual: SERVE10
842. predicted: SERVE10, actual: SERVE10
843. predicted: SERVE10, actual: SERVE10
844. predicted: SERVE12, actual: SERVE10
845. predicted: SERVE12, actual: SERVE10
846. predicted: SERVE10, actual: SERVE10
847. predicted: SERVE12, actual: SERVE10
848. predicted: SERVE12, actual: SERVE10
849. predicted: SERVE10, actual: SERVE10
850. predicted: SERVE12, actual: SERVE10
851. predicted: SERVE12, actual: SERVE10
852. predicted: SERVE10, actual: SERVE10
853. predicted: SERVE12, actual: SERVE10
854. predicted: SERVE10, actual: SERVE10
855. predicted: SERVE12, actual: SERVE10
856. predicted: SERVE12, actual: SERVE10
857. predicted: SERVE12, actual: SERVE10
858. predicted: SERVE12, actual: SERVE10
859. predicted: SERVE12, actual: SERVE10
860. predicted: SERVE12, actual: SERVE10
861. predicted: SERVE10, actual: SERVE10
862. predicted: SERVE12, actual: SERVE10
863. predicted: SERVE10, actual: SERVE10
864. predicted: SERVE10, actual: SERVE10
865. predicted: SERVE12, actual: SERVE10
866. predicted: SERVE10, actual: SERVE10
867. predicted: SERVE12, actual: SERVE10
868. predicted: SERVE10, actual: SERVE10
869. predicted: SERVE12, actual: SERVE10
870. predicted: SERVE12, actual: SERVE10
871. predicted: SERVE12, actual: SERVE10
872. predicted: SERVE10, actual: SERVE10
873. predicted: SERVE12, actual: SERVE10
874. predicted: SERVE10, actual: SERVE10
875. predicted: SERVE10, actual: SERVE10
876. predicted: SERVE10, actual: SERVE10
877. predicted: SERVE12, actual: SERVE10
878. predicted: SERVE10, actual: SERVE10
879. predicted: SERVE12, actual: SERVE10
880. predicted: SERVE10, actual: SERVE10
881. predicted: SERVE12, actual: SERVE10
882. predicted: SERVE12, actual: SERVE10
883. predicted: SERVE12, actual: SERVE10
884. predicted: SERVE12, actual: SERVE10
885. predicted: SERVE10, actual: SERVE10
886. predicted: SERVE12, actual: SERVE10
887. predicted: SERVE10, actual: SERVE10
888. predicted: SERVE12, actual: SERVE10
889. predicted: SERVE12, actual: SERVE10
890. predicted: SERVE10, actual: SERVE10
891. predicted: SERVE12, actual: SERVE10
892. predicted: SERVE12, actual: SERVE10
893. predicted: SERVE12, actual: SERVE10
894. predicted: SERVE12, actual: SERVE10
895. predicted: SERVE12, actual: SERVE10
896. predicted: SERVE10, actual: SERVE10
897. predicted: SERVE12, actual: SERVE10
898. predicted: SERVE10, actual: SERVE10
899. predicted: SERVE12, actual: SERVE10
900. predicted: SERVE10, actual: SERVE10
0.4261931187569367
901. predicted: SERVE12, actual: SERVE10
902. predicted: SERVE10, actual: SERVE10
903. predicted: SERVE10, actual: SERVE10
904. predicted: SERVE10, actual: SERVE10
905. predicted: SERVE12, actual: SERVE10
906. predicted: SERVE10, actual: SERVE10
907. predicted: SERVE12, actual: SERVE10
908. predicted: SERVE12, actual: SERVE10
909. predicted: SERVE10, actual: SERVE10
910. predicted: SERVE12, actual: SERVE10
911. predicted: SERVE12, actual: SERVE10
912. predicted: SERVE12, actual: SERVE10
913. predicted: SERVE10, actual: SERVE10
914. predicted: SERVE12, actual: SERVE10
915. predicted: SERVE12, actual: SERVE10
916. predicted: SERVE12, actual: SERVE10
917. predicted: SERVE10, actual: SERVE10
918. predicted: SERVE12, actual: SERVE10
919. predicted: SERVE10, actual: SERVE10
920. predicted: SERVE10, actual: SERVE10
921. predicted: SERVE12, actual: SERVE10
922. predicted: SERVE10, actual: SERVE10
923. predicted: SERVE12, actual: SERVE10
924. predicted: SERVE12, actual: SERVE10
925. predicted: SERVE10, actual: SERVE10
926. predicted: SERVE12, actual: SERVE10
927. predicted: SERVE12, actual: SERVE10
928. predicted: SERVE10, actual: SERVE10
929. predicted: SERVE10, actual: SERVE10
930. predicted: SERVE12, actual: SERVE10
931. predicted: SERVE12, actual: SERVE10
932. predicted: SERVE12, actual: SERVE10
933. predicted: SERVE12, actual: SERVE10
934. predicted: SERVE12, actual: SERVE10
935. predicted: SERVE10, actual: SERVE10
936. predicted: SERVE12, actual: SERVE10
937. predicted: SERVE12, actual: SERVE10
938. predicted: SERVE10, actual: SERVE10
939. predicted: SERVE12, actual: SERVE10
940. predicted: SERVE10, actual: SERVE10
941. predicted: SERVE10, actual: SERVE10
942. predicted: SERVE12, actual: SERVE10
943. predicted: SERVE12, actual: SERVE10
944. predicted: SERVE12, actual: SERVE10
945. predicted: SERVE10, actual: SERVE10
946. predicted: SERVE10, actual: SERVE10
947. predicted: SERVE12, actual: SERVE10
948. predicted: SERVE10, actual: SERVE10
949. predicted: SERVE12, actual: SERVE10
950. predicted: SERVE12, actual: SERVE10
951. predicted: SERVE12, actual: SERVE10
952. predicted: SERVE12, actual: SERVE10
953. predicted: SERVE12, actual: SERVE10
954. predicted: SERVE12, actual: SERVE10
955. predicted: SERVE12, actual: SERVE10
956. predicted: SERVE12, actual: SERVE10
957. predicted: SERVE10, actual: SERVE10
958. predicted: SERVE12, actual: SERVE10
959. predicted: SERVE10, actual: SERVE10
960. predicted: SERVE12, actual: SERVE10
961. predicted: SERVE10, actual: SERVE10
962. predicted: SERVE12, actual: SERVE10
963. predicted: SERVE10, actual: SERVE10
964. predicted: SERVE10, actual: SERVE10
965. predicted: SERVE10, actual: SERVE10
966. predicted: SERVE10, actual: SERVE10
967. predicted: SERVE10, actual: SERVE10
968. predicted: SERVE12, actual: SERVE10
969. predicted: SERVE12, actual: SERVE10
970. predicted: SERVE12, actual: SERVE10
971. predicted: SERVE12, actual: SERVE10
972. predicted: SERVE10, actual: SERVE10
973. predicted: SERVE12, actual: SERVE10
974. predicted: SERVE10, actual: SERVE10
975. predicted: SERVE10, actual: SERVE10
976. predicted: SERVE10, actual: SERVE10
977. predicted: SERVE10, actual: SERVE10
978. predicted: SERVE10, actual: SERVE10
979. predicted: SERVE12, actual: SERVE10
980. predicted: SERVE12, actual: SERVE10
981. predicted: SERVE12, actual: SERVE10
982. predicted: SERVE10, actual: SERVE10
983. predicted: SERVE12, actual: SERVE10
984. predicted: SERVE12, actual: SERVE10
985. predicted: SERVE12, actual: SERVE10
986. predicted: SERVE10, actual: SERVE10
987. predicted: SERVE10, actual: SERVE10
988. predicted: SERVE10, actual: SERVE10
989. predicted: SERVE12, actual: SERVE10
990. predicted: SERVE10, actual: SERVE10
991. predicted: SERVE12, actual: SERVE10
992. predicted: SERVE12, actual: SERVE10
993. predicted: SERVE12, actual: SERVE10
994. predicted: SERVE10, actual: SERVE10
995. predicted: SERVE12, actual: SERVE10
996. predicted: SERVE12, actual: SERVE10
997. predicted: SERVE12, actual: SERVE10
998. predicted: SERVE10, actual: SERVE10
999. predicted: SERVE12, actual: SERVE10
1000. predicted: SERVE12, actual: SERVE10
0.4245754245754246
1001. predicted: SERVE10, actual: SERVE10
1002. predicted: SERVE10, actual: SERVE10
1003. predicted: SERVE12, actual: SERVE10
1004. predicted: SERVE10, actual: SERVE10
1005. predicted: SERVE12, actual: SERVE10
1006. predicted: SERVE12, actual: SERVE10
1007. predicted: SERVE12, actual: SERVE10
1008. predicted: SERVE10, actual: SERVE10
1009. predicted: SERVE10, actual: SERVE10
1010. predicted: SERVE12, actual: SERVE10
1011. predicted: SERVE12, actual: SERVE10
1012. predicted: SERVE12, actual: SERVE10
1013. predicted: SERVE10, actual: SERVE10
1014. predicted: SERVE10, actual: SERVE10
1015. predicted: SERVE12, actual: SERVE10
1016. predicted: SERVE10, actual: SERVE10
1017. predicted: SERVE10, actual: SERVE10
1018. predicted: SERVE12, actual: SERVE10
1019. predicted: SERVE10, actual: SERVE10
1020. predicted: SERVE12, actual: SERVE10
1021. predicted: SERVE12, actual: SERVE10
1022. predicted: SERVE12, actual: SERVE10
1023. predicted: SERVE10, actual: SERVE10
1024. predicted: SERVE12, actual: SERVE10
1025. predicted: SERVE10, actual: SERVE10
1026. predicted: SERVE12, actual: SERVE10
1027. predicted: SERVE12, actual: SERVE10
1028. predicted: SERVE10, actual: SERVE10
1029. predicted: SERVE12, actual: SERVE10
1030. predicted: SERVE12, actual: SERVE10
1031. predicted: SERVE10, actual: SERVE10
1032. predicted: SERVE12, actual: SERVE10
1033. predicted: SERVE12, actual: SERVE10
1034. predicted: SERVE12, actual: SERVE10
1035. predicted: SERVE10, actual: SERVE10
1036. predicted: SERVE10, actual: SERVE10
1037. predicted: SERVE12, actual: SERVE10
1038. predicted: SERVE12, actual: SERVE10
1039. predicted: SERVE10, actual: SERVE10
1040. predicted: SERVE12, actual: SERVE10
1041. predicted: SERVE12, actual: SERVE10
1042. predicted: SERVE10, actual: SERVE10
1043. predicted: SERVE12, actual: SERVE10
1044. predicted: SERVE12, actual: SERVE10
1045. predicted: SERVE10, actual: SERVE10
1046. predicted: SERVE12, actual: SERVE10
1047. predicted: SERVE10, actual: SERVE10
1048. predicted: SERVE12, actual: SERVE10
1049. predicted: SERVE12, actual: SERVE10
1050. predicted: SERVE10, actual: SERVE10
1051. predicted: SERVE12, actual: SERVE10
1052. predicted: SERVE12, actual: SERVE10
1053. predicted: SERVE12, actual: SERVE10
1054. predicted: SERVE10, actual: SERVE10
1055. predicted: SERVE12, actual: SERVE10
1056. predicted: SERVE12, actual: SERVE10
1057. predicted: SERVE10, actual: SERVE10
1058. predicted: SERVE10, actual: SERVE10
1059. predicted: SERVE10, actual: SERVE10
1060. predicted: SERVE12, actual: SERVE10
1061. predicted: SERVE10, actual: SERVE10
1062. predicted: SERVE12, actual: SERVE10
1063. predicted: SERVE10, actual: SERVE10
1064. predicted: SERVE12, actual: SERVE10
1065. predicted: SERVE10, actual: SERVE10
1066. predicted: SERVE12, actual: SERVE10
1067. predicted: SERVE12, actual: SERVE10
1068. predicted: SERVE12, actual: SERVE10
1069. predicted: SERVE10, actual: SERVE10
1070. predicted: SERVE10, actual: SERVE10
1071. predicted: SERVE10, actual: SERVE10
1072. predicted: SERVE10, actual: SERVE10
1073. predicted: SERVE12, actual: SERVE10
1074. predicted: SERVE12, actual: SERVE10
1075. predicted: SERVE12, actual: SERVE10
1076. predicted: SERVE10, actual: SERVE10
1077. predicted: SERVE10, actual: SERVE10
1078. predicted: SERVE12, actual: SERVE10
1079. predicted: SERVE10, actual: SERVE10
1080. predicted: SERVE10, actual: SERVE10
1081. predicted: SERVE12, actual: SERVE10
1082. predicted: SERVE12, actual: SERVE10
1083. predicted: SERVE12, actual: SERVE10
1084. predicted: SERVE12, actual: SERVE10
1085. predicted: SERVE10, actual: SERVE10
1086. predicted: SERVE10, actual: SERVE10
1087. predicted: SERVE12, actual: SERVE10
1088. predicted: SERVE10, actual: SERVE10
1089. predicted: SERVE12, actual: SERVE10
1090. predicted: SERVE12, actual: SERVE10
1091. predicted: SERVE10, actual: SERVE10
1092. predicted: SERVE12, actual: SERVE10
1093. predicted: SERVE10, actual: SERVE10
