0. predicted: HARD1, actual: HARD1
2832. predicted: HARD1, actual: HARD1
2833. predicted: HARD1, actual: HARD1
2834. predicted: HARD1, actual: HARD1
2835. predicted: HARD1, actual: HARD1
2836. predicted: HARD1, actual: HARD1
2837. predicted: HARD1, actual: HARD1
2838. predicted: HARD1, actual: HARD1
2839. predicted: HARD1, actual: HARD1
2840. predicted: HARD1, actual: HARD1
2841. predicted: HARD1, actual: HARD1
2842. predicted: HARD1, actual: HARD1
2843. predicted: HARD1, actual: HARD1
2844. predicted: HARD1, actual: HARD1
2845. predicted: HARD1, actual: HARD1
2846. predicted: HARD3, actual: HARD1
2847. predicted: HARD1, actual: HARD1
2848. predicted: HARD1, actual: HARD1
2849. predicted: HARD1, actual: HARD1
2850. predicted: HARD1, actual: HARD1
2851. predicted: HARD1, actual: HARD1
2852. predicted: HARD1, actual: HARD1
2853. predicted: HARD1, actual: HARD1
2854. predicted: HARD1, actual: HARD1
2855. predicted: HARD1, actual: HARD1
2856. predicted: HARD1, actual: HARD1
2857. predicted: HARD1, actual: HARD1
2858. predicted: HARD1, actual: HARD1
2859. predicted: HARD1, actual: HARD1
2860. predicted: HARD1, actual: HARD1
2861. predicted: HARD1, actual: HARD1
2862. predicted: HARD1, actual: HARD1
2863. predicted: HARD1, actual: HARD1
2864. predicted: HARD1, actual: HARD1
2865. predicted: HARD1, actual: HARD1
2866. predicted: HARD1, actual: HARD1
2867. predicted: HARD1, actual: HARD1
2868. predicted: HARD1, actual: HARD1
2869. predicted: HARD1, actual: HARD1
2870. predicted: HARD1, actual: HARD1
2871. predicted: HARD1, actual: HARD1
2872. predicted: HARD1, actual: HARD1
2873. predicted: HARD1, actual: HARD1
2874. predicted: HARD1, actual: HARD1
2875. predicted: HARD1, actual: HARD1
2876. predicted: HARD1, actual: HARD1
2877. predicted: HARD1, actual: HARD1
2878. predicted: HARD1, actual: HARD1
2879. predicted: HARD1, actual: HARD1
2880. predicted: HARD1, actual: HARD1
2881. predicted: HARD1, actual: HARD1
2882. predicted: HARD1, actual: HARD1
2883. predicted: HARD1, actual: HARD1
2884. predicted: HARD1, actual: HARD1
2885. predicted: HARD1, actual: HARD1
2886. predicted: HARD1, actual: HARD1
2887. predicted: HARD1, actual: HARD1
2888. predicted: HARD1, actual: HARD1
2889. predicted: HARD1, actual: HARD1
2890. predicted: HARD1, actual: HARD1
2891. predicted: HARD1, actual: HARD1
2892. predicted: HARD1, actual: HARD1
2893. predicted: HARD1, actual: HARD1
2894. predicted: HARD1, actual: HARD1
2895. predicted: HARD1, actual: HARD1
2896. predicted: HARD1, actual: HARD1
2897. predicted: HARD1, actual: HARD1
2898. predicted: HARD1, actual: HARD1
2899. predicted: HARD1, actual: HARD1
2900. predicted: HARD1, actual: HARD1
0.9803516028955532
2901. predicted: HARD1, actual: HARD1
2902. predicted: HARD1, actual: HARD1
2903. predicted: HARD1, actual: HARD1
2904. predicted: HARD1, actual: HARD1
2905. predicted: HARD1, actual: HARD1
2906. predicted: HARD1, actual: HARD1
2907. predicted: HARD1, actual: HARD1
2908. predicted: HARD1, actual: HARD1
2909. predicted: HARD1, actual: HARD1
2910. predicted: HARD1, actual: HARD1
2911. predicted: HARD1, actual: HARD1
2912. predicted: HARD1, actual: HARD1
2913. predicted: HARD1, actual: HARD1
2914. predicted: HARD1, actual: HARD1
2915. predicted: HARD1, actual: HARD1
2916. predicted: HARD1, actual: HARD1
2917. predicted: HARD1, actual: HARD1
2918. predicted: HARD1, actual: HARD1
2919. predicted: HARD1, actual: HARD1
2920. predicted: HARD1, actual: HARD1
2921. predicted: HARD1, actual: HARD1
2922. predicted: HARD1, actual: HARD1
2923. predicted: HARD1, actual: HARD1
2924. predicted: HARD1, actual: HARD1
2925. predicted: HARD1, actual: HARD1
2926. predicted: HARD1, actual: HARD1
2927. predicted: HARD1, actual: HARD1
2928. predicted: HARD1, actual: HARD1
2929. predicted: HARD1, actual: HARD1
2930. predicted: HARD1, actual: HARD1
2931. predicted: HARD1, actual: HARD1
2932. predicted: HARD1, actual: HARD1
2933. predicted: HARD1, actual: HARD1
2934. predicted: HARD1, actual: HARD1
2935. predicted: HARD1, actual: HARD1
2936. predicted: HARD1, actual: HARD1
2937. predicted: HARD1, actual: HARD1
2938. predicted: HARD1, actual: HARD1
2939. predicted: HARD1, actual: HARD1
2940. predicted: HARD1, actual: HARD1
2941. predicted: HARD1, actual: HARD1
2942. predicted: HARD1, actual: HARD1
2943. predicted: HARD1, actual: HARD1
2944. predicted: HARD1, actual: HARD1
2945. predicted: HARD1, actual: HARD1
2946. predicted: HARD1, actual: HARD1
2947. predicted: HARD1, actual: HARD1
2948. predicted: HARD1, actual: HARD1
2949. predicted: HARD1, actual: HARD1
2950. predicted: HARD1, actual: HARD1
2951. predicted: HARD1, actual: HARD1
2952. predicted: HARD1, actual: HARD1
2953. predicted: HARD1, actual: HARD1
2954. predicted: HARD1, actual: HARD1
2955. predicted: HARD1, actual: HARD1
2956. predicted: HARD1, actual: HARD1
2957. predicted: HARD1, actual: HARD1
2958. predicted: HARD1, actual: HARD1
2959. predicted: HARD1, actual: HARD1
2960. predicted: HARD1, actual: HARD1
2961. predicted: HARD1, actual: HARD1
2962. predicted: HARD1, actual: HARD1
2963. predicted: HARD1, actual: HARD1
2964. predicted: HARD1, actual: HARD1
2965. predicted: HARD1, actual: HARD1
2966. predicted: HARD1, actual: HARD1
2967. predicted: HARD1, actual: HARD1
2968. predicted: HARD1, actual: HARD1
2969. predicted: HARD1, actual: HARD1
2970. predicted: HARD1, actual: HARD1
2971. predicted: HARD1, actual: HARD1
2972. predicted: HARD1, actual: HARD1
2973. predicted: HARD1, actual: HARD1
2974. predicted: HARD1, actual: HARD1
2975. predicted: HARD1, actual: HARD1
2976. predicted: HARD1, actual: HARD1
2977. predicted: HARD1, actual: HARD1
2978. predicted: HARD1, actual: HARD1
2979. predicted: HARD1, actual: HARD1
2980. predicted: HARD1, actual: HARD1
2981. predicted: HARD1, actual: HARD1
2982. predicted: HARD1, actual: HARD1
2983. predicted: HARD1, actual: HARD1
2984. predicted: HARD1, actual: HARD1
2985. predicted: HARD1, actual: HARD1
2986. predicted: HARD1, actual: HARD1
2987. predicted: HARD1, actual: HARD1
2988. predicted: HARD1, actual: HARD1
2989. predicted: HARD1, actual: HARD1
2990. predicted: HARD1, actual: HARD1
2991. predicted: HARD1, actual: HARD1
2992. predicted: HARD1, actual: HARD1
2993. predicted: HARD1, actual: HARD1
2994. predicted: HARD1, actual: HARD1
2995. predicted: HARD1, actual: HARD1
2996. predicted: HARD1, actual: HARD1
2997. predicted: HARD1, actual: HARD1
2998. predicted: HARD1, actual: HARD1
2999. predicted: HARD1, actual: HARD1
3000. predicted: HARD1, actual: HARD1
0.9810063312229257
3001. predicted: HARD1, actual: HARD1
3002. predicted: HARD1, actual: HARD1
3003. predicted: HARD1, actual: HARD1
3004. predicted: HARD1, actual: HARD1
3005. predicted: HARD1, actual: HARD1
3006. predicted: HARD1, actual: HARD1
3007. predicted: HARD1, actual: HARD1
3008. predicted: HARD1, actual: HARD1
3009. predicted: HARD1, actual: HARD1
3010. predicted: HARD1, actual: HARD1
3011. predicted: HARD1, actual: HARD1
3012. predicted: HARD1, actual: HARD1
3013. predicted: HARD1, actual: HARD1
3014. predicted: HARD1, actual: HARD1
3015. predicted: HARD1, actual: HARD1
3016. predicted: HARD1, actual: HARD1
3017. predicted: HARD1, actual: HARD1
3018. predicted: HARD1, actual: HARD1
3019. predicted: HARD1, actual: HARD1
3020. predicted: HARD1, actual: HARD1
3021. predicted: HARD1, actual: HARD1
3022. predicted: HARD1, actual: HARD1
3023. predicted: HARD1, actual: HARD1
3024. predicted: HARD1, actual: HARD1
3025. predicted: HARD1, actual: HARD1
3026. predicted: HARD1, actual: HARD1
3027. predicted: HARD1, actual: HARD1
3028. predicted: HARD1, actual: HARD1
3029. predicted: HARD1, actual: HARD1
3030. predicted: HARD1, actual: HARD1
3031. predicted: HARD1, actual: HARD1
3032. predicted: HARD1, actual: HARD1
3033. predicted: HARD1, actual: HARD1
3034. predicted: HARD1, actual: HARD1
3035. predicted: HARD1, actual: HARD1
3036. predicted: HARD1, actual: HARD1
3037. predicted: HARD1, actual: HARD1
3038. predicted: HARD1, actual: HARD1
3039. predicted: HARD1, actual: HARD1
3040. predicted: HARD1, actual: HARD1
3041. predicted: HARD1, actual: HARD1
3042. predicted: HARD1, actual: HARD1
3043. predicted: HARD1, actual: HARD1
3044. predicted: HARD1, actual: HARD1
3045. predicted: HARD1, actual: HARD1
3046. predicted: HARD1, actual: HARD1
3047. predicted: HARD1, actual: HARD1
3048. predicted: HARD1, actual: HARD1
3049. predicted: HARD1, actual: HARD1
3050. predicted: HARD1, actual: HARD1
3051. predicted: HARD1, actual: HARD1
3052. predicted: HARD3, actual: HARD1
3053. predicted: HARD1, actual: HARD1
3054. predicted: HARD1, actual: HARD1
3055. predicted: HARD1, actual: HARD1
3056. predicted: HARD1, actual: HARD1
3057. predicted: HARD1, actual: HARD1
3058. predicted: HARD1, actual: HARD1
3059. predicted: HARD1, actual: HARD1
3060. predicted: HARD1, actual: HARD1
3061. predicted: HARD1, actual: HARD1
3062. predicted: HARD1, actual: HARD1
3063. predicted: HARD1, actual: HARD1
3064. predicted: HARD1, actual: HARD1
3065. predicted: HARD1, actual: HARD1
3066. predicted: HARD1, actual: HARD1
3067. predicted: HARD1, actual: HARD1
3068. predicted: HARD1, actual: HARD1
3069. predicted: HARD1, actual: HARD1
3070. predicted: HARD1, actual: HARD1
3071. predicted: HARD1, actual: HARD1
3072. predicted: HARD1, actual: HARD1
3073. predicted: HARD1, actual: HARD1
3074. predicted: HARD1, actual: HARD1
3075. predicted: HARD1, actual: HARD1
3076. predicted: HARD1, actual: HARD1
3077. predicted: HARD1, actual: HARD1
3078. predicted: HARD1, actual: HARD1
3079. predicted: HARD1, actual: HARD1
3080. predicted: HARD1, actual: HARD1
3081. predicted: HARD1, actual: HARD1
3082. predicted: HARD1, actual: HARD1
3083. predicted: HARD3, actual: HARD1
3084. predicted: HARD1, actual: HARD1
3085. predicted: HARD1, actual: HARD1
3086. predicted: HARD1, actual: HARD1
3087. predicted: HARD1, actual: HARD1
3088. predicted: HARD1, actual: HARD1
3089. predicted: HARD1, actual: HARD1
3090. predicted: HARD1, actual: HARD1
3091. predicted: HARD1, actual: HARD1
3092. predicted: HARD1, actual: HARD1
3093. predicted: HARD1, actual: HARD1
3094. predicted: HARD1, actual: HARD1
3095. predicted: HARD1, actual: HARD1
3096. predicted: HARD1, actual: HARD1
3097. predicted: HARD1, actual: HARD1
3098. predicted: HARD1, actual: HARD1
3099. predicted: HARD1, actual: HARD1
3100. predicted: HARD1, actual: HARD1
0.9809738793937439
3101. predicted: HARD1, actual: HARD1
3102. predicted: HARD1, actual: HARD1
3103. predicted: HARD1, actual: HARD1
3104. predicted: HARD1, actual: HARD1
3105. predicted: HARD1, actual: HARD1
3106. predicted: HARD1, actual: HARD1
3107. predicted: HARD1, actual: HARD1
3108. predicted: HARD1, actual: HARD1
3109. predicted: HARD1, actual: HARD1
3110. predicted: HARD1, actual: HARD1
3111. predicted: HARD1, actual: HARD1
3112. predicted: HARD1, actual: HARD1
3113. predicted: HARD1, actual: HARD1
3114. predicted: HARD1, actual: HARD1
3115. predicted: HARD1, actual: HARD1
3116. predicted: HARD1, actual: HARD1
3117. predicted: HARD1, actual: HARD1
3118. predicted: HARD1, actual: HARD1
3119. predicted: HARD1, actual: HARD1
3120. predicted: HARD1, actual: HARD1
3121. predicted: HARD1, actual: HARD1
3122. predicted: HARD1, actual: HARD1
3123. predicted: HARD1, actual: HARD1
3124. predicted: HARD1, actual: HARD1
3125. predicted: HARD1, actual: HARD1
3126. predicted: HARD1, actual: HARD1
3127. predicted: HARD1, actual: HARD1
3128. predicted: HARD1, actual: HARD1
3129. predicted: HARD1, actual: HARD1
3130. predicted: HARD1, actual: HARD1
3131. predicted: HARD1, actual: HARD1
3132. predicted: HARD1, actual: HARD1
3133. predicted: HARD1, actual: HARD1
3134. predicted: HARD1, actual: HARD1
3135. predicted: HARD1, actual: HARD1
3136. predicted: HARD1, actual: HARD1
3137. predicted: HARD1, actual: HARD1
3138. predicted: HARD1, actual: HARD1
3139. predicted: HARD1, actual: HARD1
3140. predicted: HARD3, actual: HARD1
3141. predicted: HARD1, actual: HARD1
3142. predicted: HARD1, actual: HARD1
3143. predicted: HARD1, actual: HARD1
3144. predicted: HARD1, actual: HARD1
3145. predicted: HARD1, actual: HARD1
3146. predicted: HARD1, actual: HARD1
3147. predicted: HARD1, actual: HARD1
3148. predicted: HARD1, actual: HARD1
3149. predicted: HARD1, actual: HARD1
3150. predicted: HARD1, actual: HARD1
3151. predicted: HARD3, actual: HARD1
3152. predicted: HARD1, actual: HARD1
3153. predicted: HARD1, actual: HARD1
3154. predicted: HARD1, actual: HARD1
3155. predicted: HARD1, actual: HARD1
3156. predicted: HARD1, actual: HARD1
3157. predicted: HARD1, actual: HARD1
3158. predicted: HARD1, actual: HARD1
3159. predicted: HARD1, actual: HARD1
3160. predicted: HARD1, actual: HARD1
3161. predicted: HARD1, actual: HARD1
3162. predicted: HARD1, actual: HARD1
3163. predicted: HARD1, actual: HARD1
3164. predicted: HARD1, actual: HARD1
3165. predicted: HARD1, actual: HARD1
3166. predicted: HARD1, actual: HARD1
3167. predicted: HARD1, actual: HARD1
3168. predicted: HARD1, actual: HARD1
3169. predicted: HARD1, actual: HARD1
3170. predicted: HARD1, actual: HARD1
3171. predicted: HARD1, actual: HARD1
3172. predicted: HARD1, actual: HARD1
3173. predicted: HARD1, actual: HARD1
3174. predicted: HARD1, actual: HARD1
3175. predicted: HARD1, actual: HARD1
3176. predicted: HARD1, actual: HARD1
3177. predicted: HARD1, actual: HARD1
3178. predicted: HARD1, actual: HARD1
3179. predicted: HARD1, actual: HARD1
3180. predicted: HARD1, actual: HARD1
3181. predicted: HARD1, actual: HARD1
3182. predicted: HARD1, actual: HARD1
3183. predicted: HARD1, actual: HARD1
3184. predicted: HARD1, actual: HARD1
3185. predicted: HARD1, actual: HARD1
3186. predicted: HARD1, actual: HARD1
3187. predicted: HARD1, actual: HARD1
3188. predicted: HARD1, actual: HARD1
3189. predicted: HARD1, actual: HARD1
3190. predicted: HARD1, actual: HARD1
3191. predicted: HARD1, actual: HARD1
3192. predicted: HARD1, actual: HARD1
3193. predicted: HARD1, actual: HARD1
3194. predicted: HARD1, actual: HARD1
3195. predicted: HARD1, actual: HARD1
3196. predicted: HARD1, actual: HARD1
3197. predicted: HARD1, actual: HARD1
3198. predicted: HARD1, actual: HARD1
3199. predicted: HARD1, actual: HARD1
3200. predicted: HARD1, actual: HARD1
0.9809434551702593
3201. predicted: HARD1, actual: HARD1
3202. predicted: HARD1, actual: HARD1
3203. predicted: HARD1, actual: HARD1
3204. predicted: HARD1, actual: HARD1
3205. predicted: HARD1, actual: HARD1
3206. predicted: HARD1, actual: HARD1
3207. predicted: HARD1, actual: HARD1
3208. predicted: HARD1, actual: HARD1
3209. predicted: HARD1, actual: HARD1
3210. predicted: HARD1, actual: HARD1
3211. predicted: HARD1, actual: HARD1
3212. predicted: HARD1, actual: HARD1
3213. predicted: HARD1, actual: HARD1
3214. predicted: HARD1, actual: HARD1
3215. predicted: HARD1, actual: HARD1
3216. predicted: HARD1, actual: HARD1
3217. predicted: HARD1, actual: HARD1
3218. predicted: HARD1, actual: HARD1
3219. predicted: HARD1, actual: HARD1
3220. predicted: HARD1, actual: HARD1
3221. predicted: HARD1, actual: HARD1
3222. predicted: HARD1, actual: HARD1
3223. predicted: HARD1, actual: HARD1
3224. predicted: HARD1, actual: HARD1
3225. predicted: HARD1, actual: HARD1
3226. predicted: HARD1, actual: HARD1
3227. predicted: HARD1, actual: HARD1
3228. predicted: HARD1, actual: HARD1
3229. predicted: HARD1, actual: HARD1
3230. predicted: HARD1, actual: HARD1
3231. predicted: HARD1, actual: HARD1
3232. predicted: HARD1, actual: HARD1
3233. predicted: HARD1, actual: HARD1
3234. predicted: HARD1, actual: HARD1
3235. predicted: HARD1, actual: HARD1
3236. predicted: HARD1, actual: HARD1
3237. predicted: HARD1, actual: HARD1
3238. predicted: HARD1, actual: HARD1
3239. predicted: HARD1, actual: HARD1
3240. predicted: HARD1, actual: HARD1
3241. predicted: HARD1, actual: HARD1
3242. predicted: HARD1, actual: HARD1
3243. predicted: HARD1, actual: HARD1
3244. predicted: HARD1, actual: HARD1
3245. predicted: HARD1, actual: HARD1
3246. predicted: HARD1, actual: HARD1
3247. predicted: HARD1, actual: HARD1
3248. predicted: HARD1, actual: HARD1
3249. predicted: HARD1, actual: HARD1
3250. predicted: HARD1, actual: HARD1
3251. predicted: HARD1, actual: HARD1
3252. predicted: HARD1, actual: HARD1
3253. predicted: HARD1, actual: HARD1
3254. predicted: HARD1, actual: HARD1
3255. predicted: HARD1, actual: HARD1
3256. predicted: HARD1, actual: HARD1
3257. predicted: HARD1, actual: HARD1
3258. predicted: HARD1, actual: HARD1
3259. predicted: HARD1, actual: HARD1
3260. predicted: HARD1, actual: HARD1
3261. predicted: HARD1, actual: HARD1
3262. predicted: HARD1, actual: HARD1
3263. predicted: HARD1, actual: HARD1
3264. predicted: HARD1, actual: HARD1
3265. predicted: HARD1, actual: HARD1
3266. predicted: HARD1, actual: HARD1
3267. predicted: HARD1, actual: HARD1
3268. predicted: HARD1, actual: HARD1
3269. predicted: HARD1, actual: HARD1
3270. predicted: HARD1, actual: HARD1
3271. predicted: HARD1, actual: HARD1
3272. predicted: HARD1, actual: HARD1
3273. predicted: HARD3, actual: HARD1
3274. predicted: HARD1, actual: HARD1
3275. predicted: HARD1, actual: HARD1
3276. predicted: HARD1, actual: HARD1
3277. predicted: HARD1, actual: HARD1
3278. predicted: HARD3, actual: HARD1
3279. predicted: HARD1, actual: HARD1
3280. predicted: HARD1, actual: HARD1
3281. predicted: HARD1, actual: HARD1
3282. predicted: HARD1, actual: HARD1
3283. predicted: HARD1, actual: HARD1
3284. predicted: HARD1, actual: HARD1
3285. predicted: HARD1, actual: HARD1
3286. predicted: HARD1, actual: HARD1
3287. predicted: HARD1, actual: HARD1
3288. predicted: HARD1, actual: HARD1
3289. predicted: HARD1, actual: HARD1
3290. predicted: HARD3, actual: HARD1
3291. predicted: HARD1, actual: HARD1
3292. predicted: HARD1, actual: HARD1
3293. predicted: HARD1, actual: HARD1
3294. predicted: HARD1, actual: HARD1
3295. predicted: HARD1, actual: HARD1
3296. predicted: HARD1, actual: HARD1
3297. predicted: HARD1, actual: HARD1
3298. predicted: HARD1, actual: HARD1
3299. predicted: HARD1, actual: HARD1
3300. predicted: HARD1, actual: HARD1
0.9806119357770373
3301. predicted: HARD1, actual: HARD1
3302. predicted: HARD1, actual: HARD1
3303. predicted: HARD1, actual: HARD1
3304. predicted: HARD1, actual: HARD1
3305. predicted: HARD1, actual: HARD1
3306. predicted: HARD1, actual: HARD1
3307. predicted: HARD1, actual: HARD1
3308. predicted: HARD1, actual: HARD1
3309. predicted: HARD1, actual: HARD1
3310. predicted: HARD1, actual: HARD1
3311. predicted: HARD1, actual: HARD1
3312. predicted: HARD1, actual: HARD1
3313. predicted: HARD1, actual: HARD1
3314. predicted: HARD1, actual: HARD1
3315. predicted: HARD1, actual: HARD1
3316. predicted: HARD1, actual: HARD1
3317. predicted: HARD1, actual: HARD1
3318. predicted: HARD1, actual: HARD1
3319. predicted: HARD1, actual: HARD1
3320. predicted: HARD1, actual: HARD1
3321. predicted: HARD1, actual: HARD1
3322. predicted: HARD1, actual: HARD1
3323. predicted: HARD1, actual: HARD1
3324. predicted: HARD1, actual: HARD1
3325. predicted: HARD1, actual: HARD1
3326. predicted: HARD1, actual: HARD1
3327. predicted: HARD1, actual: HARD1
3328. predicted: HARD1, actual: HARD1
3329. predicted: HARD1, actual: HARD1
3330. predicted: HARD1, actual: HARD1
3331. predicted: HARD1, actual: HARD1
3332. predicted: HARD1, actual: HARD1
3333. predicted: HARD1, actual: HARD1
3334. predicted: HARD1, actual: HARD1
3335. predicted: HARD1, actual: HARD1
3336. predicted: HARD1, actual: HARD1
3337. predicted: HARD1, actual: HARD1
3338. predicted: HARD1, actual: HARD1
3339. predicted: HARD1, actual: HARD1
3340. predicted: HARD1, actual: HARD1
3341. predicted: HARD1, actual: HARD1
3342. predicted: HARD1, actual: HARD1
3343. predicted: HARD1, actual: HARD1
3344. predicted: HARD1, actual: HARD1
3345. predicted: HARD1, actual: HARD1
3346. predicted: HARD1, actual: HARD1
3347. predicted: HARD1, actual: HARD1
3348. predicted: HARD1, actual: HARD1
3349. predicted: HARD1, actual: HARD1
3350. predicted: HARD3, actual: HARD1
3351. predicted: HARD1, actual: HARD1
3352. predicted: HARD1, actual: HARD1
3353. predicted: HARD1, actual: HARD1
3354. predicted: HARD1, actual: HARD1
3355. predicted: HARD1, actual: HARD1
3356. predicted: HARD1, actual: HARD1
3357. predicted: HARD1, actual: HARD1
3358. predicted: HARD1, actual: HARD1
3359. predicted: HARD1, actual: HARD1
3360. predicted: HARD1, actual: HARD1
3361. predicted: HARD1, actual: HARD1
3362. predicted: HARD1, actual: HARD1
3363. predicted: HARD1, actual: HARD1
3364. predicted: HARD1, actual: HARD1
3365. predicted: HARD1, actual: HARD1
3366. predicted: HARD1, actual: HARD1
3367. predicted: HARD1, actual: HARD1
3368. predicted: HARD1, actual: HARD1
3369. predicted: HARD1, actual: HARD1
3370. predicted: HARD1, actual: HARD1
3371. predicted: HARD1, actual: HARD1
3372. predicted: HARD1, actual: HARD1
3373. predicted: HARD1, actual: HARD1
3374. predicted: HARD1, actual: HARD1
3375. predicted: HARD1, actual: HARD1
3376. predicted: HARD1, actual: HARD1
3377. predicted: HARD1, actual: HARD1
3378. predicted: HARD1, actual: HARD1
3379. predicted: HARD1, actual: HARD1
3380. predicted: HARD1, actual: HARD1
3381. predicted: HARD1, actual: HARD1
3382. predicted: HARD1, actual: HARD1
3383. predicted: HARD1, actual: HARD1
3384. predicted: HARD1, actual: HARD1
3385. predicted: HARD1, actual: HARD1
3386. predicted: HARD1, actual: HARD1
3387. predicted: HARD1, actual: HARD1
3388. predicted: HARD1, actual: HARD1
3389. predicted: HARD1, actual: HARD1
3390. predicted: HARD1, actual: HARD1
3391. predicted: HARD1, actual: HARD1
3392. predicted: HARD1, actual: HARD1
3393. predicted: HARD1, actual: HARD1
3394. predicted: HARD1, actual: HARD1
3395. predicted: HARD1, actual: HARD1
3396. predicted: HARD1, actual: HARD1
3397. predicted: HARD1, actual: HARD1
3398. predicted: HARD1, actual: HARD1
3399. predicted: HARD1, actual: HARD1
3400. predicted: HARD1, actual: HARD1
0.9808879741252573
3401. predicted: HARD1, actual: HARD1
3402. predicted: HARD1, actual: HARD1
3403. predicted: HARD1, actual: HARD1
3404. predicted: HARD1, actual: HARD1
3405. predicted: HARD1, actual: HARD1
3406. predicted: HARD1, actual: HARD1
3407. predicted: HARD1, actual: HARD1
3408. predicted: HARD1, actual: HARD1
3409. predicted: HARD1, actual: HARD1
3410. predicted: HARD1, actual: HARD1
3411. predicted: HARD1, actual: HARD1
3412. predicted: HARD1, actual: HARD1
3413. predicted: HARD1, actual: HARD1
3414. predicted: HARD1, actual: HARD1
3415. predicted: HARD1, actual: HARD1
3416. predicted: HARD1, actual: HARD1
3417. predicted: HARD1, actual: HARD1
3418. predicted: HARD1, actual: HARD1
3419. predicted: HARD1, actual: HARD1
3420. predicted: HARD1, actual: HARD1
3421. predicted: HARD1, actual: HARD1
3422. predicted: HARD3, actual: HARD1
3423. predicted: HARD1, actual: HARD1
3424. predicted: HARD1, actual: HARD1
3425. predicted: HARD1, actual: HARD1
3426. predicted: HARD1, actual: HARD1
3427. predicted: HARD1, actual: HARD1
3428. predicted: HARD3, actual: HARD1
3429. predicted: HARD1, actual: HARD1
3430. predicted: HARD1, actual: HARD1
3431. predicted: HARD1, actual: HARD1
3432. predicted: HARD1, actual: HARD1
3433. predicted: HARD1, actual: HARD1
3434. predicted: HARD1, actual: HARD1
3435. predicted: HARD1, actual: HARD1
3436. predicted: HARD1, actual: HARD1
3437. predicted: HARD1, actual: HARD1
3438. predicted: HARD1, actual: HARD1
3439. predicted: HARD1, actual: HARD1
3440. predicted: HARD1, actual: HARD1
3441. predicted: HARD1, actual: HARD1
3442. predicted: HARD1, actual: HARD1
3443. predicted: HARD1, actual: HARD1
3444. predicted: HARD1, actual: HARD1
3445. predicted: HARD1, actual: HARD1
3446. predicted: HARD3, actual: HARD1
3447. predicted: HARD1, actual: HARD1
3448. predicted: HARD1, actual: HARD1
3449. predicted: HARD1, actual: HARD1
3450. predicted: HARD1, actual: HARD1
3451. predicted: HARD1, actual: HARD1
3452. predicted: HARD1, actual: HARD1
3453. predicted: HARD1, actual: HARD1
3454. predicted: HARD1, actual: HARD1
3455. predicted: HARD1, actual: HARD2
3456. predicted: HARD1, actual: HARD2
3457. predicted: HARD1, actual: HARD2
3458. predicted: HARD1, actual: HARD2
3459. predicted: HARD1, actual: HARD2
3460. predicted: HARD1, actual: HARD2
3461. predicted: HARD1, actual: HARD2
3462. predicted: HARD1, actual: HARD2
3463. predicted: HARD1, actual: HARD2
3464. predicted: HARD1, actual: HARD2
3465. predicted: HARD1, actual: HARD2
3466. predicted: HARD1, actual: HARD2
3467. predicted: HARD1, actual: HARD2
3468. predicted: HARD1, actual: HARD2
3469. predicted: HARD1, actual: HARD2
3470. predicted: HARD1, actual: HARD2
3471. predicted: HARD1, actual: HARD2
3472. predicted: HARD1, actual: HARD2
3473. predicted: HARD1, actual: HARD2
3474. predicted: HARD1, actual: HARD2
3475. predicted: HARD1, actual: HARD2
3476. predicted: HARD1, actual: HARD2
3477. predicted: HARD1, actual: HARD2
3478. predicted: HARD1, actual: HARD2
3479. predicted: HARD1, actual: HARD2
3480. predicted: HARD1, actual: HARD2
3481. predicted: HARD1, actual: HARD2
3482. predicted: HARD1, actual: HARD2
3483. predicted: HARD1, actual: HARD2
3484. predicted: HARD1, actual: HARD2
3485. predicted: HARD1, actual: HARD2
3486. predicted: HARD1, actual: HARD2
3487. predicted: HARD1, actual: HARD2
3488. predicted: HARD1, actual: HARD2
3489. predicted: HARD1, actual: HARD2
3490. predicted: HARD1, actual: HARD2
3491. predicted: HARD1, actual: HARD2
3492. predicted: HARD1, actual: HARD2
3493. predicted: HARD1, actual: HARD2
3494. predicted: HARD1, actual: HARD2
3495. predicted: HARD1, actual: HARD2
3496. predicted: HARD1, actual: HARD2
3497. predicted: HARD1, actual: HARD2
3498. predicted: HARD1, actual: HARD2
3499. predicted: HARD1, actual: HARD2
3500. predicted: HARD1, actual: HARD2
0.9674378748928878
3501. predicted: HARD1, actual: HARD2
3502. predicted: HARD1, actual: HARD2
3503. predicted: HARD1, actual: HARD2
3504. predicted: HARD1, actual: HARD2
3505. predicted: HARD1, actual: HARD2
3506. predicted: HARD1, actual: HARD2
3507. predicted: HARD1, actual: HARD2
3508. predicted: HARD1, actual: HARD2
3509. predicted: HARD1, actual: HARD2
3510. predicted: HARD1, actual: HARD2
3511. predicted: HARD1, actual: HARD2
3512. predicted: HARD1, actual: HARD2
3513. predicted: HARD1, actual: HARD2
3514. predicted: HARD1, actual: HARD2
3515. predicted: HARD1, actual: HARD2
3516. predicted: HARD1, actual: HARD2
3517. predicted: HARD1, actual: HARD2
3518. predicted: HARD1, actual: HARD2
3519. predicted: HARD1, actual: HARD2
3520. predicted: HARD1, actual: HARD2
3521. predicted: HARD1, actual: HARD2
3522. predicted: HARD1, actual: HARD2
3523. predicted: HARD1, actual: HARD2
3524. predicted: HARD1, actual: HARD2
3525. predicted: HARD1, actual: HARD2
3526. predicted: HARD1, actual: HARD2
